emp_no,first_name,last_name,birth_date,title,dept_name
298642,Conor,Jording,1952-10-22,Senior Staff,Human Resources
298653,Tru,Dulay,1953-06-14,Senior Engineer,Production
298660,Idoia,Capobianchi,1952-11-30,Senior Engineer,Development
298665,Hongzhu,Vickson,1954-04-16,Senior Staff,Customer Service
298666,Dinah,Gargeya,1952-04-16,Senior Engineer,Production
298668,Lorien,Bahr,1952-05-21,Senior Engineer,Production
298669,Shigenori,Chappelet,1952-04-22,Senior Engineer,Development
298674,Tesuro,Heiserman,1953-02-07,Senior Engineer,Production
298678,Shai,Steinauer,1954-06-15,Senior Staff,Research
298693,Taiji,Basawa,1952-03-08,Engineer,Development
298704,Cedric,Bach,1953-05-03,Senior Staff,Sales
298714,Fatemeh,Potthoff,1952-06-16,Senior Staff,Marketing
298770,Panayotis,Heping,1953-08-10,Senior Engineer,Development
298794,Mohit,Rothe,1953-11-30,Senior Staff,Sales
298796,Rimli,Perri,1954-10-08,Senior Engineer,Development
298819,Kinh,Showalter,1954-08-07,Engineer,Production
298835,True,Scallan,1953-04-10,Senior Engineer,Development
298844,Vojin,Morrin,1954-12-10,Senior Engineer,Production
298850,Yuqun,Sudkamp,1952-07-02,Senior Engineer,Production
298850,Yuqun,Sudkamp,1952-07-02,Senior Engineer,Development
298859,Shuji,Dehkordi,1954-12-05,Senior Staff,Sales
298872,Weijing,Narwekar,1952-02-04,Senior Engineer,Development
298910,Toshimo,Schneeberger,1952-03-21,Senior Engineer,Development
298916,Dante,Waschkowski,1953-09-20,Senior Engineer,Production
298923,Shigehiro,Randt,1953-08-20,Engineer,Development
298924,Noritoshi,Thombley,1953-06-15,Technique Leader,Development
298930,Dinah,Mellouli,1953-08-01,Senior Engineer,Development
298939,Alenka,Thorensen,1952-10-28,Senior Staff,Customer Service
298964,Selwyn,Gronowski,1954-01-19,Senior Engineer,Development
298966,Renee,Honiden,1952-04-08,Technique Leader,Development
298975,Saddek,Covnot,1953-03-08,Senior Staff,Sales
298992,Kauko,Guenter,1953-03-15,Senior Engineer,Production
298992,Kauko,Guenter,1953-03-15,Senior Engineer,Development
299012,Fun,Hofstetter,1954-10-05,Senior Staff,Human Resources
299033,Fei,Gente,1953-04-01,Senior Staff,Finance
299033,Fei,Gente,1953-04-01,Senior Staff,Sales
299053,Martine,Willoner,1952-04-02,Senior Staff,Customer Service
299059,Kauko,Auyong,1954-02-03,Senior Engineer,Development
299061,Margareta,Krogh,1953-03-22,Senior Engineer,Development
299069,Lijia,Jahnichen,1953-01-07,Engineer,Development
299091,Kinh,Angel,1954-09-11,Senior Engineer,Development
299095,Zhenbing,Merlo,1952-02-24,Senior Staff,Sales
299111,Anoosh,Highland,1953-10-30,Senior Engineer,Production
299130,Vitaly,Chenney,1954-07-16,Senior Engineer,Development
299136,Weijing,Papsdorf,1953-02-14,Senior Engineer,Production
299136,Weijing,Papsdorf,1953-02-14,Senior Engineer,Quality Management
299151,Utz,Stafford,1952-06-15,Senior Engineer,Production
299155,Yonghoan,Zaumen,1954-06-14,Senior Engineer,Production
299162,Rutger,Georgakopoulos,1953-03-01,Senior Staff,Sales
299168,Frederique,Osgood,1952-06-13,Senior Staff,Marketing
299217,Zhonghui,Sinicrope,1952-06-29,Senior Staff,Sales
299225,Hilari,Lorho,1954-04-22,Staff,Sales
299228,Filipp,Thisen,1954-07-02,Senior Engineer,Development
299255,Lokesh,Mungall,1954-05-15,Technique Leader,Quality Management
299264,Luisa,Schusler,1953-04-04,Senior Staff,Finance
299264,Luisa,Schusler,1953-04-04,Senior Staff,Human Resources
299290,Rosalyn,Ligten,1952-07-30,Senior Engineer,Production
299292,Tze,Beausoleil,1952-06-12,Senior Staff,Marketing
299297,Sibyl,Beerel,1953-02-17,Senior Engineer,Production
299304,Geoffry,Khalid,1953-01-29,Senior Staff,Sales
299307,Mara,Stavenow,1953-07-16,Senior Staff,Sales
299317,Barun,Fasbender,1953-09-22,Technique Leader,Quality Management
299329,Maja,Brattka,1954-12-13,Staff,Sales
299347,Chikako,Zhang,1954-04-21,Senior Staff,Research
299367,Halsur,Kinley,1954-11-10,Senior Engineer,Production
299378,Lakshmi,Gerlach,1954-01-11,Senior Engineer,Production
299378,Lakshmi,Gerlach,1954-01-11,Senior Engineer,Quality Management
299397,Maris,Brickell,1954-09-27,Senior Engineer,Production
299401,Gian,Bolsens,1953-10-13,Senior Staff,Sales
299405,Werner,Acton,1954-01-11,Staff,Marketing
299406,Margareta,Llado,1954-09-01,Senior Staff,Customer Service
299416,Sadegh,Luit,1953-08-02,Senior Engineer,Development
299417,Jaideep,Reghbati,1952-09-04,Senior Staff,Human Resources
299448,Toshiki,DasSarma,1953-03-08,Senior Engineer,Production
299462,Chenye,Barinka,1954-08-19,Senior Engineer,Production
299462,Chenye,Barinka,1954-08-19,Senior Engineer,Development
299470,Giap,Rousseau,1953-07-22,Senior Engineer,Development
299477,Hidde,Dengi,1953-02-18,Senior Engineer,Quality Management
299489,Izaskun,Bottner,1952-07-06,Technique Leader,Development
299490,Rosita,Conry,1952-05-12,Staff,Research
299498,Leszek,Puppo,1953-09-25,Technique Leader,Production
299498,Leszek,Puppo,1953-09-25,Technique Leader,Quality Management
299512,Xudong,Rusmann,1954-12-17,Senior Staff,Sales
299515,Reinhold,Hutter,1953-05-30,Senior Staff,Finance
299521,Yuqun,Khalid,1954-11-14,Engineer,Development
299525,Yagil,Gornas,1952-10-22,Senior Engineer,Development
299540,Shigehito,Holburn,1954-09-04,Senior Staff,Sales
299541,Subbu,Compeau,1953-12-06,Senior Engineer,Quality Management
299553,Eben,Denti,1953-10-19,Engineer,Production
299555,Mahendra,Lanzelotte,1954-01-14,Senior Engineer,Quality Management
299565,Shunichi,Hinsberger,1954-11-02,Senior Engineer,Development
299575,Aimee,Spinelli,1953-09-23,Senior Engineer,Production
299587,Visit,Schaad,1954-11-09,Senior Engineer,Production
299588,Kwun,Bazzichi,1953-04-03,Engineer,Production
299601,Keung,Hanabata,1952-06-03,Staff,Sales
299608,Sudharsan,Schapiro,1952-03-06,Staff,Sales
299616,Emdad,Perri,1952-10-09,Engineer,Production
299620,Herb,Vesna,1952-03-23,Senior Staff,Research
299634,Freyja,Frezza,1954-12-08,Senior Staff,Sales
299642,Chaosheng,Bratsberg,1953-11-11,Senior Staff,Sales
299658,Jaber,Schiper,1952-10-25,Senior Staff,Marketing
299658,Jaber,Schiper,1952-10-25,Senior Staff,Sales
299688,Herbert,Plumb,1953-06-14,Technique Leader,Development
299704,Zhilian,Schmittgen,1954-07-22,Senior Engineer,Development
299725,Aamer,Holburn,1954-12-01,Senior Engineer,Development
299732,Mang,Sidhu,1952-07-19,Senior Staff,Production
299732,Mang,Sidhu,1952-07-19,Senior Staff,Customer Service
299753,Nikolaus,Chenoweth,1954-04-09,Technique Leader,Production
299756,Isaac,Heuser,1953-05-28,Senior Engineer,Production
299775,Khaled,Journel,1954-01-26,Senior Staff,Customer Service
299785,Inderjeet,Conte,1952-09-12,Senior Staff,Marketing
299786,Dietrich,Vanwelkenhuysen,1954-05-21,Senior Staff,Sales
299794,Feipei,Birta,1953-07-10,Senior Staff,Sales
299796,Duro,Reinhart,1952-11-11,Senior Staff,Sales
299813,Sachio,Kadhim,1954-11-17,Senior Engineer,Production
299827,Shalesh,Perelgut,1952-12-31,Senior Staff,Sales
299844,Nalini,Scallan,1952-08-29,Assistant Engineer,Development
299850,Ranan,Spieker,1953-09-25,Senior Engineer,Production
299854,IEEE,Lanteri,1953-09-09,Technique Leader,Production
299864,Nobuyoshi,Rassart,1953-04-26,Senior Staff,Finance
299866,Maris,Mikschl,1954-12-01,Senior Staff,Finance
299882,Macha,Cangellaris,1953-05-17,Senior Engineer,Production
299882,Macha,Cangellaris,1953-05-17,Senior Engineer,Development
299895,Perla,Cherinka,1952-10-16,Senior Staff,Research
299901,Gianluca,Decaestecker,1953-04-25,Senior Engineer,Development
299909,Narain,Gunderson,1952-09-09,Senior Staff,Sales
299913,Taegyun,Schade,1953-09-07,Senior Staff,Finance
299921,Hatem,Bondorf,1954-04-14,Staff,Customer Service
299924,Xiaoshan,Stemann,1953-02-05,Staff,Research
299937,Guther,Jansch,1954-09-18,Senior Engineer,Production
299960,Maja,Gecsel,1953-09-23,Senior Staff,Research
299970,Yuping,Pargaonkar,1952-10-24,Senior Staff,Sales
299973,Utpal,Alpin,1953-04-10,Senior Staff,Customer Service
299974,Garnet,Ranum,1952-03-14,Technique Leader,Development
299980,Marsal,Lovengreen,1953-05-26,Senior Staff,Customer Service
400006,Munenori,Nivat,1953-05-19,Senior Staff,Marketing
400033,Munir,Chenney,1953-11-27,Senior Engineer,Development
400042,Leah,Lueh,1953-12-18,Senior Staff,Customer Service
400059,Theirry,Chleq,1953-09-24,Senior Staff,Research
400079,Fusako,Ferriere,1953-01-08,Senior Engineer,Production
400084,Zorica,Schmittgen,1953-07-09,Engineer,Development
400115,Tesuro,Stentiford,1954-06-18,Senior Engineer,Production
400121,Alassane,Lichtner,1953-12-11,Senior Engineer,Production
400141,Suebskul,Rassart,1954-01-17,Senior Engineer,Production
400162,Arvind,Berendt,1952-07-01,Engineer,Production
400162,Arvind,Berendt,1952-07-01,Engineer,Development
400173,Udi,Mandell,1954-09-10,Senior Engineer,Development
400187,Nigel,Pews,1953-03-11,Senior Staff,Human Resources
400196,Susanta,Schoegge,1954-05-12,Senior Staff,Human Resources
400202,Gao,Peot,1952-12-06,Senior Staff,Marketing
400203,Marl,Neimat,1954-12-15,Senior Engineer,Development
400208,Mrinalini,Schwartzburd,1954-07-24,Senior Engineer,Development
400223,Angel,Mukaidono,1953-09-15,Senior Engineer,Development
400224,Bartek,Ramsay,1954-02-05,Senior Staff,Finance
400228,Hilari,Seiwald,1952-08-24,Senior Engineer,Production
400228,Hilari,Seiwald,1952-08-24,Senior Engineer,Customer Service
400232,Mori,Merle,1953-05-31,Senior Engineer,Development
400242,Hairong,Prochazka,1954-02-28,Senior Staff,Sales
400267,Shaleah,Sadowski,1953-08-04,Senior Engineer,Development
400267,Shaleah,Sadowski,1953-08-04,Senior Engineer,Quality Management
400288,Paddy,Macedo,1954-04-06,Engineer,Production
400288,Paddy,Macedo,1954-04-06,Engineer,Customer Service
400299,Anneke,Haraldson,1953-07-01,Staff,Finance
400299,Anneke,Haraldson,1953-07-01,Staff,Sales
400302,Bezalel,Redmiles,1952-10-15,Senior Staff,Finance
400325,Zhenbing,Bain,1952-12-10,Senior Engineer,Production
400339,Shaibal,Varley,1954-05-17,Staff,Marketing
400339,Shaibal,Varley,1954-05-17,Staff,Sales
400340,Gio,Famili,1953-11-17,Senior Staff,Sales
400341,Shen,Unni,1954-08-25,Senior Engineer,Development
400355,Nathalie,Peek,1954-12-24,Senior Staff,Sales
400372,Henk,Albarhamtoshy,1953-09-30,Senior Staff,Research
400387,Boaz,Spinelli,1954-12-13,Senior Staff,Sales
400394,Khalid,Hardjono,1953-08-05,Senior Staff,Customer Service
400395,Kamran,Schoegge,1954-05-10,Senior Engineer,Production
400396,Garnet,Servieres,1953-11-20,Senior Engineer,Development
400408,Marla,Kamble,1953-08-11,Senior Engineer,Production
400425,Stamatina,Pileggi,1953-04-11,Senior Staff,Sales
400460,Mircea,Wiegley,1952-02-02,Senior Staff,Finance
400466,Aran,Syrotiuk,1954-04-22,Senior Engineer,Development
400472,Leen,Sinitsyn,1954-03-26,Senior Staff,Finance
400472,Leen,Sinitsyn,1954-03-26,Senior Staff,Sales
400474,Siddarth,Asser,1954-03-25,Senior Staff,Customer Service
400487,Takahito,Shobatake,1954-09-01,Senior Staff,Research
400495,Jixiang,Pero,1952-12-03,Senior Engineer,Development
400497,Shigeaki,Schaar,1954-08-14,Senior Staff,Sales
400500,Mara,Mondadori,1952-07-27,Senior Engineer,Development
400514,Baruch,Curless,1952-02-19,Senior Engineer,Development
400522,Tsutomu,Lenart,1954-02-26,Senior Staff,Sales
400555,Percy,Baer,1953-05-21,Senior Engineer,Development
400559,Poornachandra,Schnelling,1954-06-13,Senior Staff,Marketing
400565,Mark,Rusterholz,1954-04-04,Staff,Sales
400569,Temple,Lores,1954-02-09,Senior Engineer,Development
400571,Stafford,Iacovou,1953-01-23,Senior Staff,Human Resources
400576,Hein,Kalorkoti,1954-10-20,Senior Engineer,Production
400577,Yinghua,Maraist,1953-09-23,Senior Staff,Finance
400577,Yinghua,Maraist,1953-09-23,Senior Staff,Human Resources
400592,Monique,Swist,1954-03-15,Senior Staff,Sales
400608,Tsz,Butner,1954-08-20,Senior Engineer,Development
400614,Shietung,Potthoff,1953-06-15,Engineer,Development
400619,Sverrir,Reutenauer,1952-03-28,Senior Engineer,Production
400639,Gilbert,Birge,1952-09-27,Senior Engineer,Development
400646,Youssef,Cooke,1952-08-16,Senior Engineer,Production
400649,Shakhar,Luff,1953-11-02,Senior Staff,Human Resources
400650,Alselm,Attimonelli,1954-10-21,Senior Engineer,Development
400667,Remmert,Uludag,1952-07-14,Senior Engineer,Development
400680,Ewing,Gerteisen,1953-06-09,Senior Staff,Sales
400696,Lillian,Orlowska,1952-06-04,Technique Leader,Development
400702,Edwin,Yamaashi,1952-07-12,Senior Engineer,Development
400715,Shaw,Mellouli,1952-10-30,Technique Leader,Production
400759,Navid,Merel,1952-08-02,Senior Engineer,Production
400764,Shay,Melton,1953-04-24,Senior Staff,Marketing
400764,Shay,Melton,1953-04-24,Senior Staff,Sales
400776,Hauke,Sullins,1953-11-11,Senior Staff,Research
400779,Danae,Biran,1953-11-05,Senior Staff,Finance
400809,Hisao,Fujisawa,1952-12-14,Senior Staff,Sales
400824,Zsolt,Koshiba,1953-02-09,Senior Staff,Customer Service
400848,Dung,Flowers,1953-08-11,Senior Staff,Human Resources
400855,Szabolcs,Wilharm,1954-06-30,Senior Engineer,Production
400864,Kiyotoshi,Olano,1953-07-03,Staff,Customer Service
400872,Oguz,Lueh,1954-08-14,Senior Staff,Marketing
400877,Dmitry,Azuma,1953-11-12,Senior Staff,Finance
400878,Tru,Demir,1952-12-07,Senior Engineer,Production
400885,Gaurav,Peck,1954-10-21,Senior Staff,Finance
400908,Eckart,Koprowski,1952-05-28,Senior Engineer,Production
400950,Otmar,Erie,1952-11-08,Senior Staff,Sales
400966,Izaskun,Percebois,1954-12-10,Staff,Sales
400982,Jessie,Rindone,1953-09-14,Assistant Engineer,Quality Management
400983,Itzchak,Rabehasaina,1953-12-03,Senior Engineer,Development
400984,Valdiodio,Swift,1954-03-19,Senior Staff,Marketing
401000,Barry,Reeker,1954-06-24,Senior Engineer,Production
401002,Rosella,Munch,1954-04-26,Senior Staff,Finance
401008,Adit,Penz,1954-07-16,Senior Engineer,Quality Management
401010,Richara,Terkki,1953-07-15,Staff,Sales
401017,Shigeu,Provine,1954-09-05,Senior Staff,Sales
401019,Rosalyn,Codenie,1953-06-17,Senior Engineer,Production
401057,Mohammad,Takkinen,1952-05-01,Senior Engineer,Production
401085,Weiye,Brobst,1953-10-07,Senior Engineer,Development
401086,Lorien,Linares,1954-01-31,Senior Staff,Sales
401091,Kwangho,Gecsei,1954-09-22,Senior Engineer,Development
401139,Udo,Masada,1954-06-02,Senior Staff,Marketing
401157,Zhanqiu,Sewelson,1953-07-23,Senior Staff,Sales
401157,Zhanqiu,Sewelson,1953-07-23,Senior Staff,Customer Service
401160,Yinghua,Halevi,1953-07-31,Senior Engineer,Development
401162,Pohua,Falster,1952-06-07,Senior Staff,Research
401173,Shai,Nittel,1954-01-02,Senior Engineer,Production
401201,Felicidad,Narahari,1952-11-03,Senior Engineer,Development
401206,Tua,Undy,1953-11-27,Engineer,Production
401206,Tua,Undy,1953-11-27,Engineer,Quality Management
401214,Xinyu,Stenning,1954-04-08,Senior Staff,Human Resources
401227,Basant,Irland,1954-12-28,Senior Engineer,Production
401236,Thodoros,Reeken,1953-04-12,Senior Engineer,Production
401236,Thodoros,Reeken,1953-04-12,Senior Engineer,Quality Management
401245,Christoper,Burnard,1952-04-20,Senior Engineer,Production
401255,Boaz,Docker,1953-09-17,Senior Engineer,Production
401255,Boaz,Docker,1953-09-17,Senior Engineer,Customer Service
401264,Jahangir,Ballarin,1954-01-21,Senior Engineer,Production
401279,Badri,Farris,1954-10-08,Engineer,Development
401281,Guozhong,Journel,1954-06-20,Senior Engineer,Development
401298,Narain,Plotkin,1952-02-18,Senior Staff,Research
401337,Cathie,Guerreiro,1953-10-18,Engineer,Production
401339,Xuejun,Demeyer,1954-07-05,Senior Engineer,Development
401405,Shaowen,Demian,1953-04-21,Senior Engineer,Production
401410,Hitomi,Domenig,1954-08-23,Senior Staff,Research
401411,Werner,Boreale,1954-08-08,Technique Leader,Production
401448,Shunichi,Ranta,1954-07-25,Senior Staff,Development
401448,Shunichi,Ranta,1954-07-25,Senior Staff,Research
401472,LiMin,Rijckaert,1953-08-29,Senior Staff,Finance
401517,Perla,Schahn,1953-02-12,Engineer,Production
401527,Phuoc,Conti,1953-07-08,Senior Engineer,Production
401529,Edwin,Sambasivam,1954-05-23,Senior Engineer,Production
401529,Edwin,Sambasivam,1954-05-23,Senior Engineer,Customer Service
401540,Jaewoo,Mandelberg,1953-01-08,Senior Engineer,Production
401564,Frederique,Peha,1954-04-28,Engineer,Development
401583,Lucian,Gips,1954-11-24,Senior Staff,Sales
401588,Pranav,Itschner,1954-05-03,Senior Engineer,Production
401593,Susanna,Seiwald,1952-07-11,Senior Staff,Research
401599,Erzsebet,Varker,1952-12-10,Senior Engineer,Development
401621,Karsten,Litzkow,1952-09-21,Staff,Marketing
401634,Basant,Jeansoulin,1952-02-23,Engineer,Development
401646,Sergi,Schauser,1954-07-30,Engineer,Quality Management
401657,Huican,Cooley,1952-03-26,Senior Engineer,Development
401661,Sanjit,Stafford,1954-07-12,Senior Engineer,Production
401670,Pohua,Badr,1952-02-23,Engineer,Production
401678,Tomofumi,Frijda,1952-11-05,Senior Staff,Sales
401694,Tze,Veccia,1952-04-15,Senior Engineer,Development
401701,Lucien,Baba,1954-10-14,Technique Leader,Development
401705,Nechama,Furudate,1954-04-05,Senior Staff,Human Resources
401718,Qunsheng,Shanbhogue,1954-08-01,Staff,Research
401749,Kiyotoshi,Biron,1952-12-28,Senior Staff,Sales
401768,Zhanqiu,Asmuth,1953-08-13,Senior Engineer,Production
401785,Takanari,Genin,1953-04-22,Senior Engineer,Development
401787,Kish,Tramer,1952-07-16,Senior Staff,Research
401799,Neven,Redmiles,1953-06-23,Senior Engineer,Development
401815,Barry,Stanger,1954-09-27,Senior Engineer,Production
401817,Ayakannu,Samarati,1954-10-27,Senior Staff,Sales
401820,Bedrich,DeMori,1953-02-16,Senior Engineer,Production
401828,Anoosh,Quittner,1953-12-11,Senior Staff,Marketing
401843,Masami,Miyakawa,1954-04-09,Senior Engineer,Development
401849,Susanna,Choobineh,1954-09-17,Senior Engineer,Production
401863,Ghassan,Wolniewicz,1952-03-21,Senior Engineer,Development
401865,Eberhardt,Emmart,1954-07-02,Senior Staff,Sales
401897,Hauke,Collette,1954-06-13,Senior Staff,Sales
401900,Moon,Waymire,1953-07-15,Senior Staff,Sales
401903,Jingling,Kisuki,1954-03-09,Senior Engineer,Development
401916,Chinhyun,Itzigehl,1952-04-16,Senior Staff,Sales
401933,Vivian,Kropf,1953-02-14,Technique Leader,Quality Management
401935,Vincent,Dahlbom,1954-10-29,Senior Engineer,Development
401964,Djelloul,Lorys,1953-02-27,Senior Engineer,Quality Management
402011,Bodo,Hatcliff,1952-02-20,Staff,Sales
402017,Phuoc,Saoudi,1954-10-08,Senior Engineer,Development
402017,Phuoc,Saoudi,1954-10-08,Senior Engineer,Research
402019,Gian,Ibel,1952-05-23,Senior Engineer,Development
402032,Radhia,Casley,1952-12-01,Engineer,Production
402035,Shalesh,Back,1954-06-28,Senior Engineer,Development
402036,Piyawadee,Heyers,1954-10-03,Senior Staff,Finance
402036,Piyawadee,Heyers,1954-10-03,Senior Staff,Human Resources
402040,Morrie,Azadmanesh,1953-09-07,Senior Engineer,Development
402057,Perry,Strooper,1954-03-23,Technique Leader,Production
402057,Perry,Strooper,1954-03-23,Technique Leader,Quality Management
402064,Remmert,Erie,1952-04-18,Engineer,Production
402067,Franziska,Serna,1953-05-17,Senior Staff,Customer Service
402073,Moss,Camurati,1953-08-12,Staff,Sales
402095,Shigeichiro,Godskesen,1953-07-24,Senior Engineer,Development
402115,Izaskun,Rijckaert,1953-03-15,Senior Staff,Sales
402115,Izaskun,Rijckaert,1953-03-15,Senior Staff,Customer Service
402119,Luise,Haldar,1954-07-25,Senior Engineer,Development
402127,Nitsan,Georgakopoulos,1953-11-02,Senior Staff,Customer Service
402132,Oscar,Wendorf,1952-11-21,Engineer,Production
402162,Yoshinari,Jenevein,1953-07-11,Engineer,Production
402163,Alejandro,Sankaranarayanan,1954-03-06,Senior Engineer,Quality Management
402197,Tommaso,Chappelet,1953-08-06,Senior Staff,Marketing
402197,Tommaso,Chappelet,1953-08-06,Senior Staff,Human Resources
402221,Willard,Zastre,1954-04-04,Senior Engineer,Production
402230,Przemyslawa,Sanella,1952-10-08,Technique Leader,Production
402231,Shim,Klerer,1952-09-11,Senior Staff,Marketing
402241,Akhilish,Mukaidono,1953-10-09,Staff,Development
